carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Ideal,G,VVS2,62.4,54.0,936,4.38,4.37,2.73
0.32,Ideal,G,VVS1,61.7,56.0,936,4.41,4.37,2.71
0.39,Premium,G,SI1,61.4,56.0,936,4.75,4.7,2.9
0.32,Ideal,H,VVS1,61.9,55.0,936,4.38,4.37,2.71
0.43,Very Good,H,SI2,60.4,56.0,937,4.9,4.93,2.97
0.42,Very Good,I,IF,60.1,58.0,938,4.83,4.88,2.92
0.31,Very Good,E,IF,63.0,55.0,938,4.33,4.37,2.74
0.42,Ideal,G,VVS2,62.7,57.0,938,4.73,4.78,2.98
0.42,Ideal,D,VS2,62.7,55.0,938,4.79,4.81,3.01
0.35,Good,E,VS1,61.3,65.0,938,4.51,4.53,2.77
0.4,Premium,H,VS1,62.7,59.0,938,4.71,4.63,2.93
0.4,Very Good,F,VS1,63.1,59.0,938,4.68,4.64,2.94
0.5,Very Good,E,I1,58.6,63.0,938,5.23,5.15,3.04
0.34,Ideal,F,VS2,60.7,56.0,938,4.56,4.53,2.76
0.5,Fair,F,SI2,65.8,57.0,938,4.97,4.83,3.23
0.34,Very Good,F,VVS1,61.0,56.0,939,4.52,4.53,2.76
0.34,Very Good,F,VVS1,61.3,57.0,939,4.49,4.52,2.76
0.41,Very Good,D,VS2,61.7,54.0,939,4.77,4.82,2.96
0.4,Ideal,I,VVS2,62.2,55.0,939,4.72,4.76,2.95
0.41,Ideal,G,VVS2,62.2,54.0,939,4.75,4.8,2.97
0.32,Good,F,VVS1,63.8,54.0,939,4.38,4.31,2.77
0.33,Ideal,F,VVS1,62.5,56.0,939,4.43,4.44,2.77
0.33,Ideal,F,VVS1,61.3,55.0,939,4.45,4.46,2.73
0.33,Ideal,F,VVS1,61.9,55.0,939,4.46,4.47,2.76
0.33,Ideal,F,VVS1,60.6,56.0,939,4.47,4.51,2.72
0.39,Ideal,F,VS1,61.9,55.2,939,4.66,4.7,2.89
0.39,Ideal,F,VS1,61.7,56.1,939,4.65,4.7,2.89
0.34,Premium,G,IF,60.5,58.0,939,4.52,4.47,2.72
0.4,Ideal,E,VS1,61.2,55.0,940,4.76,4.79,2.92
0.33,Ideal,D,VS2,61.5,56.0,940,4.47,4.5,2.76
0.33,Ideal,D,VS2,60.9,56.0,940,4.49,4.51,2.74
0.38,Ideal,E,VS1,60.8,56.0,940,4.7,4.75,2.86
0.32,Ideal,G,IF,61.9,56.0,940,4.39,4.46,2.74
0.59,Premium,G,I1,59.7,59.0,940,5.48,5.45,3.26
0.31,Premium,F,VVS1,59.9,59.0,940,4.45,4.43,2.66
0.37,Premium,D,VS1,61.9,58.0,941,4.56,4.62,2.84
0.41,Ideal,H,VS2,61.3,56.0,941,4.81,4.84,2.96
0.34,Ideal,F,IF,62.2,55.0,941,4.47,4.5,2.79
0.44,Ideal,H,SI1,61.9,57.0,941,4.92,4.9,3.04
0.44,Very Good,H,SI1,63.5,57.0,941,4.85,4.82,3.07
0.38,Premium,D,SI1,62.2,58.0,941,4.63,4.57,2.86
0.38,Premium,D,SI1,59.7,60.0,941,4.69,4.66,2.79
0.38,Premium,D,SI1,58.9,61.0,941,4.79,4.75,2.81
0.38,Premium,D,SI1,60.7,60.0,941,4.69,4.63,2.83
0.45,Premium,I,SI1,60.3,59.0,941,4.99,4.93,2.99
0.45,Premium,I,SI1,62.2,58.0,941,4.89,4.86,3.03
0.43,Ideal,G,VS1,61.2,57.0,941,4.88,4.83,2.97
0.57,Premium,J,SI2,62.7,60.0,941,5.25,5.21,3.28
0.31,Premium,D,VVS1,62.7,58.0,942,4.31,4.3,2.7
0.38,Ideal,D,VS1,62.0,57.0,942,4.7,4.69,2.91
0.31,Premium,D,VVS1,62.1,59.0,942,4.38,4.32,2.7
0.31,Ideal,E,VVS1,60.5,57.0,942,4.38,4.41,2.66
0.43,Ideal,G,VS2,61.7,55.0,942,4.85,4.88,3.0
0.4,Ideal,G,SI1,61.5,57.0,942,4.74,4.76,2.92
0.53,Good,I,SI2,63.6,58.0,942,5.08,5.11,3.24
0.31,Ideal,E,VS1,61.9,56.0,942,4.34,4.32,2.68
0.31,Ideal,E,VS1,61.7,56.0,942,4.41,4.37,2.71
0.31,Ideal,E,VS1,60.9,57.0,942,4.41,4.39,2.68
0.31,Ideal,E,VS1,61.8,56.0,942,4.37,4.34,2.69
0.31,Premium,E,VS1,61.1,58.0,942,4.37,4.34,2.66
0.31,Premium,D,VS2,62.6,59.0,942,4.33,4.3,2.7
0.31,Premium,E,VS1,60.0,59.0,942,4.42,4.38,2.64
0.31,Premium,E,VS1,60.2,58.0,942,4.43,4.38,2.65
0.31,Ideal,D,VS2,61.2,55.0,942,4.46,4.36,2.7
0.31,Ideal,D,VS2,59.0,57.0,942,4.48,4.44,2.63
0.31,Premium,E,VS1,61.7,58.0,942,4.36,4.3,2.67
0.31,Ideal,E,VS1,61.6,57.0,942,4.35,4.32,2.67
0.31,Ideal,E,VS1,61.4,57.0,942,4.37,4.32,2.67
0.31,Ideal,E,VS1,61.8,56.0,942,4.34,4.33,2.68
0.31,Ideal,E,VS1,61.6,56.0,942,4.38,4.35,2.69
0.31,Premium,E,VS1,60.5,59.0,942,4.37,4.36,2.64
0.31,Premium,E,VS1,61.0,58.0,942,4.39,4.37,2.67
0.31,Ideal,E,VS1,60.4,57.0,942,4.4,4.37,2.65
0.31,Ideal,D,VS2,61.8,56.0,942,4.36,4.32,2.68
0.31,Premium,E,VS1,61.9,58.0,942,4.32,4.31,2.67
0.31,Premium,D,VS2,62.0,59.0,942,4.36,4.32,2.69
0.31,Ideal,D,VS2,61.5,56.0,942,4.36,4.35,2.68
0.42,Premium,D,SI1,63.0,59.0,942,4.79,4.77,3.01
0.42,Very Good,D,SI1,63.3,58.0,942,4.75,4.73,3.0
0.39,Premium,G,VS2,60.4,61.0,942,4.73,4.71,2.85
0.39,Premium,G,VS2,59.8,61.0,942,4.75,4.72,2.83
0.39,Good,G,VS2,63.7,53.0,942,4.67,4.62,2.96
0.31,Ideal,D,VS2,61.5,56.0,942,4.41,4.37,2.7
0.31,Ideal,D,VS2,61.2,55.0,942,4.42,4.37,2.69
0.31,Ideal,D,VS2,60.4,56.0,942,4.42,4.39,2.66
0.31,Ideal,D,VS2,61.2,55.0,942,4.39,4.37,2.68
0.31,Ideal,D,VS2,61.3,57.0,942,4.4,4.37,2.69
0.31,Ideal,D,VS2,61.6,55.0,942,4.37,4.36,2.69
0.31,Ideal,D,VS2,61.6,57.0,942,4.38,4.36,2.69
0.31,Ideal,D,VS2,61.9,56.0,942,4.38,4.37,2.71
0.31,Premium,D,VS2,61.8,57.0,942,4.41,4.36,2.71
0.31,Ideal,D,VS2,62.0,55.0,942,4.38,4.36,2.71
0.31,Ideal,D,VS2,61.8,57.0,942,4.38,4.36,2.7
0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.35,2.68
0.31,Premium,D,VS2,60.7,59.0,942,4.38,4.35,2.65
0.31,Ideal,D,VS2,60.7,56.0,942,4.38,4.35,2.65
0.31,Ideal,D,VS2,61.2,55.0,942,4.38,4.35,2.67
0.31,Ideal,D,VS2,61.7,55.0,942,4.4,4.35,2.7
0.31,Ideal,D,VS2,62.1,54.0,942,4.41,4.35,2.72
0.31,Ideal,D,VS2,61.9,56.0,942,4.38,4.34,2.7
0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.34,2.68
0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.34,2.72
0.31,Ideal,D,VS2,62.1,56.0,942,4.35,4.34,2.7
0.31,Ideal,D,VS2,62.1,54.0,942,4.36,4.34,2.7
0.31,Ideal,D,VS2,61.8,55.0,942,4.37,4.33,2.69
0.31,Ideal,D,VS2,62.1,54.0,942,4.37,4.33,2.7
0.31,Ideal,D,VS2,62.1,54.0,942,4.37,4.33,2.7
0.31,Ideal,D,VS2,62.3,55.0,942,4.37,4.33,2.71
0.31,Ideal,D,VS2,62.2,56.0,942,4.36,4.32,2.7
0.31,Premium,D,VS2,61.2,59.0,942,4.37,4.32,2.66
0.31,Ideal,D,VS2,62.0,55.0,942,4.35,4.33,2.69
0.31,Ideal,D,VS2,62.6,56.0,942,4.36,4.33,2.72
0.31,Premium,D,VS2,62.3,55.0,942,4.35,4.32,2.7
0.31,Ideal,D,VS2,62.5,57.0,942,4.36,4.31,2.71
0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.31,2.71
0.31,Ideal,D,VS2,62.2,56.0,942,4.33,4.32,2.69
0.31,Ideal,D,VS2,62.1,55.0,942,4.35,4.32,2.69
0.31,Ideal,D,VS2,62.2,55.0,942,4.34,4.31,2.69
0.31,Ideal,D,VS2,62.7,55.0,942,4.34,4.31,2.71
0.31,Ideal,D,VS2,62.9,55.0,942,4.34,4.31,2.72
0.31,Premium,D,VS2,61.7,59.0,942,4.34,4.31,2.67
0.31,Ideal,D,VS2,62.2,54.0,942,4.34,4.31,2.69
0.31,Ideal,D,VS2,62.2,57.0,942,4.34,4.31,2.69
0.31,Ideal,D,VS2,62.5,56.0,942,4.32,4.29,2.69
0.31,Ideal,D,VS2,62.7,57.0,942,4.34,4.3,2.71
0.31,Ideal,D,VS2,62.1,55.0,942,4.32,4.31,2.68
0.31,Ideal,H,VVS1,60.8,55.0,942,4.42,4.39,2.68
0.39,Very Good,G,VVS1,63.2,57.0,943,4.62,4.65,2.93
0.38,Ideal,G,VVS2,61.0,56.0,943,4.67,4.71,2.86
0.43,Good,F,VS1,63.4,57.0,943,4.76,4.8,3.03
0.43,Ideal,G,VS1,62.3,56.0,943,4.82,4.85,3.01
0.43,Ideal,G,VS1,61.1,56.0,943,4.86,4.9,2.98
0.43,Ideal,G,VS1,61.9,55.0,943,4.84,4.86,3.0
0.43,Very Good,G,VS1,61.0,58.0,943,4.89,4.92,2.99
0.43,Ideal,G,VS1,61.3,57.0,943,4.85,4.88,2.98
0.43,Ideal,H,VVS2,62.3,55.0,943,4.82,4.85,3.01
0.43,Premium,G,VS1,61.8,59.0,943,4.83,4.88,3.0
0.43,Ideal,H,VVS2,61.3,56.0,943,4.86,4.9,2.99
0.43,Ideal,G,VS1,61.9,55.0,943,4.84,4.86,3.0
0.43,Very Good,G,VS1,60.9,57.0,943,4.88,4.91,2.98
0.43,Very Good,G,VS1,62.2,59.0,943,4.81,4.84,3.0
0.32,Ideal,F,IF,60.9,57.0,943,4.42,4.45,2.7
0.32,Ideal,F,IF,61.3,57.0,943,4.42,4.46,2.72
0.32,Ideal,F,IF,60.9,57.0,943,4.41,4.43,2.69
0.32,Ideal,F,IF,62.5,54.0,943,4.38,4.42,2.75
0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
0.32,Ideal,F,IF,62.2,54.0,943,4.4,4.44,2.75
0.3,Ideal,E,IF,62.0,54.0,943,4.31,4.34,2.68
0.3,Ideal,E,IF,62.6,53.0,943,4.29,4.33,2.7
0.3,Ideal,E,IF,61.7,55.0,943,4.31,4.34,2.67
0.39,Good,E,VVS2,61.5,61.0,943,4.73,4.74,2.91
0.41,Very Good,H,VS2,63.4,58.0,943,4.77,4.66,2.99
0.39,Very Good,F,VVS2,63.3,56.0,944,4.63,4.66,2.94
0.31,Very Good,E,IF,60.6,60.0,944,4.4,4.44,2.68
0.38,Very Good,D,VVS2,60.8,55.0,944,4.67,4.71,2.85
0.34,Ideal,E,VVS2,62.4,55.0,944,4.47,4.51,2.79
0.48,Ideal,I,VS1,62.2,54.0,944,5.03,5.06,3.14
0.32,Ideal,E,IF,62.0,55.0,944,4.37,4.41,2.72
0.37,Premium,G,VS2,59.7,61.0,944,4.72,4.66,2.8
0.41,Very Good,G,VVS1,63.1,57.0,945,4.68,4.73,2.97
0.33,Very Good,E,VVS1,61.8,54.0,945,4.47,4.49,2.77
0.41,Ideal,H,VVS1,61.5,55.0,945,4.79,4.81,2.95
0.3,Fair,E,VVS2,51.0,67.0,945,4.67,4.62,2.37
0.45,Ideal,F,VS2,62.8,55.0,945,4.88,4.86,3.06
0.45,Premium,F,VS2,61.4,60.0,945,4.93,4.87,3.01
0.36,Good,F,VS1,63.6,60.0,945,4.52,4.47,2.86
0.32,Ideal,F,VVS2,61.6,55.0,945,4.41,4.42,2.72
0.35,Ideal,D,VVS2,61.6,54.0,945,4.55,4.57,2.81
0.35,Ideal,F,VVS1,61.8,54.0,945,4.53,4.56,2.81
0.35,Ideal,F,VVS1,61.8,55.0,945,4.53,4.57,2.81
0.35,Ideal,F,VVS1,61.5,55.0,945,4.51,4.56,2.79
0.33,Ideal,E,VVS1,61.9,54.0,945,4.45,4.47,2.76
0.4,Good,I,IF,62.3,62.0,945,4.69,4.72,2.93
0.3,Premium,F,VVS2,61.0,59.0,945,4.33,4.3,2.63
0.3,Premium,F,VVS2,61.1,59.0,945,4.32,4.29,2.63
0.3,Premium,F,VVS2,62.4,58.0,945,4.28,4.25,2.66
0.3,Premium,F,VVS2,61.6,58.0,945,4.35,4.28,2.66
0.3,Premium,F,VVS2,61.5,58.0,945,4.31,4.29,2.64
0.3,Premium,F,VVS2,61.4,59.0,945,4.36,4.31,2.66
0.42,Ideal,G,SI1,62.9,54.0,945,4.81,4.79,3.02
0.42,Very Good,G,SI1,63.2,57.0,945,4.79,4.77,3.02
0.42,Ideal,G,SI1,62.5,56.0,945,4.83,4.8,3.01
0.4,Good,H,VS2,59.4,64.0,945,4.82,4.75,2.84
0.4,Premium,F,SI1,62.8,59.0,945,4.72,4.71,2.96
0.4,Premium,E,SI1,62.0,55.0,945,4.74,4.68,2.92
0.42,Ideal,I,VVS1,62.0,55.0,945,4.88,4.8,3.0
0.42,Ideal,I,VVS1,60.2,57.0,945,4.88,4.85,2.93
0.42,Ideal,I,VVS1,62.5,57.0,945,4.8,4.77,2.99
0.42,Ideal,I,VVS1,62.7,55.0,945,4.8,4.77,3.0
0.42,Ideal,I,VVS1,62.4,57.0,945,4.83,4.79,3.0
0.42,Premium,G,SI1,61.7,58.0,945,4.8,4.76,2.95
0.42,Premium,G,SI1,62.2,58.0,945,4.75,4.73,2.95
0.42,Premium,F,VS2,61.7,59.0,945,4.82,4.75,2.95
0.42,Premium,F,VS2,61.9,58.0,945,4.8,4.76,2.96
0.4,Ideal,I,VS1,63.0,56.0,945,4.72,4.68,2.96
0.4,Premium,I,VS1,62.9,59.0,945,4.73,4.68,2.96
0.4,Good,I,VS1,63.8,55.0,945,4.69,4.65,2.98
0.4,Premium,H,VS2,59.1,61.0,945,4.84,4.81,2.85
0.4,Premium,F,SI1,62.3,60.0,945,4.74,4.7,2.94
0.4,Premium,F,SI1,61.2,58.0,945,4.74,4.71,2.89
0.4,Premium,F,SI1,62.3,57.0,945,4.74,4.67,2.93
0.4,Premium,F,SI1,62.7,57.0,945,4.7,4.68,2.94
0.4,Ideal,F,SI1,62.9,57.0,945,4.7,4.68,2.95
0.4,Premium,F,SI1,62.6,59.0,945,4.74,4.68,2.95
0.4,Good,F,SI1,63.6,57.0,945,4.7,4.67,2.98
0.4,Premium,F,SI1,62.5,59.0,945,4.71,4.67,2.93
0.4,Premium,F,SI1,62.5,59.0,945,4.71,4.67,2.93
0.4,Premium,F,SI1,62.2,57.0,945,4.72,4.67,2.92
0.4,Premium,E,SI1,60.9,56.0,945,4.8,4.76,2.91
0.4,Premium,E,SI1,60.1,59.0,945,4.82,4.76,2.88
0.4,Ideal,E,SI1,60.5,57.0,945,4.81,4.77,2.9
0.4,Ideal,E,SI1,62.2,55.0,945,4.75,4.71,2.94
0.4,Ideal,E,SI1,62.0,57.0,945,4.78,4.74,2.95
0.4,Premium,E,SI1,60.9,60.0,945,4.77,4.75,2.9
0.4,Ideal,E,SI1,61.8,56.0,945,4.74,4.71,2.92
0.4,Premium,E,SI1,62.2,58.0,945,4.74,4.71,2.94
0.4,Premium,E,SI1,62.6,59.0,945,4.71,4.68,2.94
0.4,Ideal,E,SI1,62.7,57.0,945,4.72,4.69,2.95
0.4,Premium,E,SI1,61.3,59.0,945,4.74,4.69,2.89
0.4,Ideal,E,SI1,61.2,57.0,945,4.74,4.7,2.89
0.4,Premium,E,SI1,62.8,59.0,945,4.69,4.64,2.93
0.36,Ideal,G,VVS1,62.1,56.0,945,4.6,4.58,2.85
0.35,Ideal,I,IF,62.5,55.0,945,4.54,4.52,2.83
0.3,Premium,G,VVS1,59.8,62.0,945,4.36,4.33,2.6
0.3,Ideal,G,VVS1,61.4,56.0,945,4.34,4.32,2.66
0.3,Premium,G,VVS1,61.3,58.0,945,4.33,4.29,2.64
0.3,Premium,G,VVS1,62.6,62.0,945,4.26,4.21,2.65
0.4,Ideal,E,SI1,61.1,56.0,945,4.79,4.77,2.92
0.42,Good,E,SI1,63.6,61.0,945,4.73,4.7,3.0
0.45,Fair,F,VS1,66.9,54.0,945,4.85,4.75,3.21
0.72,Premium,J,I1,62.9,59.0,945,5.8,5.63,3.58
0.7,Fair,F,I1,63.9,59.0,945,5.64,5.5,3.57
0.5,Fair,E,SI2,64.7,57.0,945,4.98,4.88,3.19
0.35,Ideal,E,VS1,61.3,55.0,945,4.58,4.55,2.8
0.35,Ideal,D,VS2,62.3,56.0,945,4.54,4.51,2.82
0.36,Premium,F,VVS2,62.5,56.0,945,4.6,4.52,2.85
0.4,Very Good,G,VVS2,59.2,63.0,945,4.88,4.81,2.87
0.4,Premium,F,SI1,62.0,56.0,945,4.77,4.72,2.94
0.4,Premium,E,SI1,61.3,61.0,945,4.76,4.73,2.91
0.34,Ideal,E,VVS1,61.0,57.0,946,4.53,4.55,2.77
0.33,Ideal,G,IF,61.5,55.0,946,4.48,4.5,2.76
0.33,Ideal,G,IF,61.2,56.0,946,4.47,4.51,2.75
0.33,Ideal,G,IF,61.7,56.0,946,4.47,4.51,2.77
0.33,Ideal,G,IF,61.8,54.0,946,4.47,4.49,2.77
0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75
0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
0.33,Ideal,G,IF,61.3,55.0,946,4.49,4.51,2.76
0.33,Ideal,G,IF,61.0,56.0,946,4.48,4.5,2.74
0.33,Ideal,G,IF,61.7,55.0,946,4.47,4.48,2.76
0.33,Ideal,G,IF,61.0,55.0,946,4.49,4.52,2.75
0.5,Very Good,J,SI2,60.7,57.0,947,5.11,5.13,3.11
0.45,Very Good,I,VVS1,63.0,56.0,947,4.88,4.9,3.08
0.3,Premium,F,IF,60.7,58.0,947,4.33,4.37,2.64
0.3,Ideal,F,IF,61.1,57.0,947,4.35,4.39,2.67
0.3,Ideal,F,IF,62.0,56.0,947,4.3,4.34,2.68
0.3,Premium,F,IF,61.6,58.0,947,4.32,4.35,2.67
0.36,Ideal,H,IF,61.9,57.0,947,4.55,4.6,2.83
0.38,Ideal,E,VVS2,61.8,56.0,947,4.67,4.72,2.9
0.32,Ideal,F,VVS1,61.5,56.0,947,4.44,4.45,2.73
0.32,Ideal,G,SI1,61.3,56.0,477,4.39,4.42,2.7
0.32,Good,D,SI2,63.4,56.0,477,4.36,4.38,2.77
0.32,Ideal,D,SI2,62.6,56.0,477,4.38,4.4,2.75
0.32,Ideal,D,SI2,59.5,57.0,477,4.47,4.5,2.67
0.34,Ideal,E,SI2,62.4,57.0,477,4.47,4.5,2.8
0.32,Ideal,D,SI2,61.4,56.0,477,4.43,4.46,2.73
0.32,Very Good,G,SI1,63.0,56.0,477,4.35,4.38,2.75
0.32,Very Good,G,SI1,62.8,56.0,477,4.34,4.36,2.73
0.34,Very Good,E,SI2,62.5,59.0,477,4.43,4.46,2.78
0.32,Ideal,D,SI2,61.8,55.0,477,4.38,4.42,2.72
0.32,Ideal,D,SI2,61.7,55.0,477,4.38,4.4,2.71
0.32,Premium,G,SI1,59.6,60.0,477,4.43,4.46,2.65
0.32,Premium,G,SI1,62.6,58.0,477,4.31,4.35,2.71
0.32,Premium,G,SI1,62.5,58.0,477,4.4,4.43,2.76
0.34,Premium,E,SI2,62.4,59.0,477,4.42,4.46,2.77
0.32,Very Good,G,SI1,61.0,61.0,477,4.38,4.41,2.68
0.32,Ideal,G,SI1,62.5,55.0,477,4.35,4.38,2.73
0.32,Ideal,D,SI2,59.8,57.0,477,4.4,4.46,2.65
0.34,Premium,E,SI2,59.9,59.0,477,4.55,4.57,2.73
0.24,Very Good,F,VVS2,62.5,56.0,478,3.98,4.02,2.5
0.24,Very Good,F,VVS2,62.1,58.0,478,3.96,4.03,2.48
0.24,Very Good,E,VVS2,62.8,58.0,478,3.92,3.95,2.47
0.24,Very Good,E,VVS2,61.1,60.0,478,4.01,4.07,2.47
0.24,Very Good,E,VVS2,57.7,61.0,478,4.12,4.13,2.38
0.23,Very Good,E,VVS2,60.6,55.0,478,4.02,4.07,2.45
0.24,Very Good,E,VVS2,60.6,62.0,478,4.03,4.06,2.45
0.24,Very Good,D,VVS2,61.9,58.0,478,4.02,4.03,2.49
0.24,Very Good,D,VVS2,61.5,58.0,478,3.96,3.98,2.44
0.29,Very Good,H,VVS1,62.0,55.0,478,4.24,4.27,2.64
0.24,Very Good,F,VVS1,61.8,58.0,478,3.95,3.98,2.45
0.4,Ideal,E,VS1,62.5,55.0,947,4.67,4.71,2.93
0.53,Ideal,I,SI2,61.8,54.0,947,5.22,5.24,3.23
0.41,Premium,D,SI1,59.2,62.0,947,4.85,4.82,2.86
0.41,Very Good,D,SI1,63.3,55.0,947,4.77,4.74,3.01
0.41,Very Good,D,SI1,63.2,58.0,947,4.77,4.72,3.0
0.41,Very Good,D,SI1,63.2,57.0,947,4.77,4.73,3.0
0.41,Very Good,D,SI1,63.4,55.0,947,4.72,4.68,2.98
0.41,Good,D,SI1,63.8,56.0,947,4.72,4.68,3.0
0.33,Very Good,D,VVS1,61.2,59.0,948,4.4,4.43,2.7
0.42,Ideal,D,VS2,62.6,56.0,948,4.76,4.8,2.99
0.39,Ideal,E,VS1,62.0,54.0,948,4.68,4.71,2.91
0.39,Ideal,E,VS1,62.2,55.0,948,4.67,4.7,2.91
0.43,Ideal,F,SI1,61.3,56.0,948,4.9,4.86,2.99
0.43,Premium,F,SI1,61.7,58.0,948,4.84,4.82,2.98
0.43,Good,F,SI1,63.8,57.0,948,4.82,4.8,3.07
0.43,Good,F,SI1,63.6,53.0,948,4.83,4.79,3.06
0.43,Premium,E,SI1,61.5,60.0,948,4.85,4.78,2.96
0.43,Very Good,E,SI1,63.1,56.0,948,4.83,4.8,3.04
0.43,Very Good,E,SI1,63.4,57.0,948,4.84,4.81,3.06
0.43,Very Good,E,SI1,63.2,57.0,948,4.84,4.78,3.04
0.37,Premium,F,VVS2,62.9,56.0,948,4.58,4.52,2.86
0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53
0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53
0.4,Premium,E,VS2,61.2,60.0,949,4.79,4.68,2.9
0.3,Very Good,E,IF,60.9,59.0,949,4.29,4.32,2.62
0.41,Good,D,VVS2,63.3,59.0,949,4.71,4.73,2.99
0.3,Ideal,E,VVS2,60.8,56.0,949,4.35,4.37,2.65
0.3,Ideal,E,VVS2,61.3,57.0,949,4.3,4.32,2.64
0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67
0.3,Ideal,E,VVS2,61.4,56.0,949,4.33,4.37,2.67
0.38,Ideal,H,VVS1,61.1,56.0,949,4.68,4.71,2.87
0.38,Ideal,G,VVS1,61.2,54.0,949,4.69,4.72,2.88
0.31,Ideal,D,VVS1,62.3,54.0,949,4.36,4.4,2.73
0.41,Ideal,G,VS2,60.9,56.0,949,4.82,4.84,2.94
0.36,Ideal,E,VS2,61.8,56.0,949,4.57,4.59,2.83
0.4,Ideal,E,VS2,62.6,56.0,949,4.67,4.69,2.93
0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81
0.3,Ideal,D,VS1,61.8,57.0,949,4.27,4.3,2.65
0.32,Ideal,F,IF,60.9,56.0,949,4.42,4.44,2.7
0.32,Ideal,F,IF,61.2,57.0,949,4.4,4.42,2.7
0.49,Premium,E,SI2,61.7,57.0,949,5.08,5.06,3.13
0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66
0.5,Fair,J,VS1,66.8,57.0,949,4.89,4.84,3.25
0.33,Ideal,E,VVS2,61.0,54.0,950,4.52,4.49,2.75
0.3,Premium,D,VVS2,60.7,59.0,950,4.34,4.33,2.63
0.3,Ideal,D,VVS2,59.5,56.0,950,4.42,4.38,2.62
0.33,Premium,E,VVS2,61.3,59.0,950,4.47,4.44,2.73
0.37,Ideal,E,VS1,60.9,56.0,950,4.65,4.68,2.84
0.52,Ideal,I,SI1,61.8,54.0,950,5.17,5.19,3.2
0.4,Ideal,D,SI1,62.5,55.0,950,4.73,4.71,2.95
0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89
0.4,Very Good,F,VS1,62.0,56.0,951,4.71,4.73,2.92
0.41,Premium,F,VVS2,61.6,59.0,951,4.73,4.79,2.93
0.4,Ideal,E,VS1,62.2,58.0,951,4.72,4.74,2.94
0.4,Ideal,E,VS1,62.4,54.0,951,4.73,4.75,2.96
0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99
0.39,Premium,E,VS2,61.3,61.0,951,4.7,4.66,2.87
0.39,Premium,E,VS2,61.4,58.0,951,4.73,4.68,2.89
0.39,Premium,G,VS1,61.7,62.0,951,4.69,4.65,2.88
0.39,Premium,E,VS2,60.1,61.0,951,4.76,4.72,2.85
0.39,Premium,E,VS2,62.5,60.0,951,4.67,4.64,2.91
0.45,Fair,E,VS2,65.8,58.0,951,4.81,4.74,3.14
0.4,Very Good,D,VS1,59.4,60.0,952,4.77,4.83,2.85
0.39,Ideal,G,VVS2,61.6,56.6,952,4.68,4.71,2.9
0.39,Ideal,G,VVS2,62.0,54.5,952,4.67,4.7,2.91
0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
0.39,Ideal,G,VVS2,62.2,54.0,952,4.67,4.7,2.91
0.34,Ideal,G,IF,61.1,57.0,952,4.47,4.51,2.75
0.34,Ideal,G,IF,61.5,56.0,952,4.52,4.54,2.79
0.4,Good,G,VS1,59.6,61.0,952,4.82,4.85,2.88
0.35,Ideal,D,VS1,60.8,57.0,952,4.61,4.57,2.79
0.43,Ideal,J,IF,62.4,56.0,952,4.87,4.84,3.03
0.4,Very Good,D,VS2,63.5,55.0,952,4.69,4.66,2.97
0.32,Premium,G,IF,59.4,60.0,952,4.47,4.45,2.65
0.32,Premium,G,IF,61.0,59.0,952,4.41,4.38,2.68
0.46,Ideal,I,VS2,62.3,59.0,952,4.95,4.91,3.07
0.47,Ideal,J,VVS2,62.1,54.5,953,4.97,4.99,3.09
0.46,Ideal,J,VVS1,61.8,56.0,953,4.93,4.97,3.06
0.46,Ideal,J,VVS1,62.5,56.0,953,4.89,4.93,3.07
0.46,Ideal,F,SI1,62.5,56.0,953,4.92,4.94,3.08
0.41,Ideal,I,IF,61.1,57.0,953,4.78,4.81,2.93
0.33,Ideal,E,VVS2,61.8,56.0,953,4.46,4.44,2.75
0.42,Premium,E,SI1,60.0,61.0,953,4.88,4.85,2.92
0.42,Ideal,E,SI1,62.1,55.0,953,4.81,4.79,2.98
0.56,Premium,F,I1,62.6,60.0,953,5.3,5.15,3.27
0.41,Premium,E,SI2,61.7,58.0,953,4.8,4.76,2.95
0.41,Very Good,E,SI1,63.3,57.0,953,4.72,4.67,2.98
0.42,Very Good,G,VVS2,61.2,56.0,954,4.84,4.86,2.97
0.4,Very Good,H,VVS1,62.9,56.0,954,4.69,4.72,2.96
0.41,Very Good,E,VS1,62.2,58.0,954,4.74,4.78,2.96
0.41,Very Good,E,VS1,63.2,59.0,954,4.71,4.75,2.99
